Date,Price
11/30/2023,934.95
12/13/2021,754
12/13/2022,932.95
12/13/2023,"1,013.90"
12/13/2024,"1,344.90"
12/14/2021,758.65
12/14/2022,921.75
12/14/2023,"1,033.65"
12/15/2021,752.25
12/15/2022,908.8
12/15/2023,"1,037.40"
12/16/2021,741.15
12/16/2022,902
12/16/2024,"1,346.10"
12/17/2021,728.3
12/17/2024,"1,333.75"
12/18/2023,"1,021.45"
12/18/2024,"1,314.15"
12/19/2022,906.45
12/19/2023,"1,015.45"
12/19/2024,"1,286.90"
12/20/2021,709.95
12/20/2022,909.7
12/20/2023,"1,006.65"
12/20/2024,"1,288.40"
12/21/2021,720.35
12/21/2022,892.25
12/21/2023,"1,004.40"
12/22/2021,732.8
12/22/2022,890.65
12/22/2023,994.3
12/23/2021,731.3
12/23/2022,878.9
12/23/2024,"1,296.80"
12/24/2021,727.1
12/24/2024,"1,297.25"
12/26/2022,893.2
12/26/2023,995.1
12/26/2024,"1,297.35"
12/27/2021,736
12/27/2022,900.65
12/27/2023,"1,002.25"
12/27/2024,"1,307.55"
12/28/2021,735.8
12/28/2022,898.95
12/28/2023,"1,005.90"
12/29/2021,735.7
12/29/2022,908.05
12/29/2023,996.6
12/30/2021,735.7
12/30/2022,890.85
12/30/2024,"1,294.65"
12/31/2021,740.15
12/31/2024,"1,281.65"
